Id,Neighborhood,BldgType,HouseStyle,GrLivArea,TotRmsAbvGrd,SalePrice
981,NAmes,1Fam,SFoyer,999,6,178400
982,NoRidge,1Fam,2Story,2612,8,336000
983,Blmngtn,1Fam,1Story,1266,6,159895
984,CollgCr,1Fam,2Story,2290,9,255900
985,Mitchel,Duplex,1.5Fin,1734,8,126000
986,Edwards,2fmCon,1Story,1164,5,125000
987,OldTown,1Fam,1.5Fin,1635,5,117000
988,NridgHt,1Fam,1Story,1940,8,395192
989,NWAmes,1Fam,2Story,2030,8,195000
990,Somerst,1Fam,2Story,1576,6,197000
991,NoRidge,1Fam,2Story,2392,7,348000
992,OldTown,1Fam,2Story,1742,8,168000
993,NAmes,1Fam,2Story,1851,7,187000
994,CollgCr,1Fam,2Story,1500,6,173900
995,NridgHt,1Fam,1Story,1718,7,337500
996,BrkSide,1Fam,1.5Fin,1230,5,121600
997,NAmes,1Fam,1Story,1050,6,136500
998,NWAmes,1Fam,1Story,1442,6,185000
999,IDOTRR,1Fam,1Story,1077,6,91000
1000,CollgCr,1Fam,1Story,1208,6,206000
1001,Edwards,1Fam,1Story,944,4,82000
1002,OldTown,1Fam,1Story,691,4,86000
1003,Somerst,1Fam,1Story,1574,7,232000
1004,NWAmes,Duplex,1Story,1680,8,136905
1005,Blmngtn,TwnhsE,1Story,1504,7,181000
1006,CollgCr,1Fam,SLvl,985,6,149900
1007,NAmes,1Fam,1Story,1657,7,163500
1008,MeadowV,TwnhsE,2Story,1092,6,88000
1009,Mitchel,1Fam,1Story,1710,7,240000
1010,SWISU,1Fam,1.5Fin,1522,7,102000
1011,Sawyer,1Fam,1.5Fin,1271,7,135000
1012,Edwards,Duplex,1Story,1664,8,100000
1013,Crawfor,1Fam,2Story,1502,7,165000
1014,OldTown,1Fam,1Story,1022,4,85000
1015,NAmes,1Fam,1Story,1082,5,119200
1016,NWAmes,1Fam,2Story,1665,6,227000
1017,CollgCr,1Fam,1Story,1504,6,203000
1018,StoneBr,TwnhsE,1Story,1360,4,187500
1019,Gilbert,1Fam,SLvl,1472,7,160000
1020,Blmngtn,TwnhsE,1Story,1506,6,213490
1021,Edwards,1Fam,1Story,1132,5,176000
1022,CollgCr,1Fam,1Story,1220,6,194000
1023,OldTown,1Fam,1.5Fin,1248,6,87000
1024,Blmngtn,TwnhsE,1Story,1504,7,191000
1025,Timber,1Fam,1Story,2898,10,287000
1026,CollgCr,1Fam,1Story,882,5,112500
1027,NAmes,1Fam,1Story,1264,6,167500
1028,Timber,1Fam,1Story,1646,7,293077
1029,NAmes,1Fam,1.5Fin,1376,6,105000
1030,BrDale,Twnhs,2Story,1218,7,118000
1031,SWISU,2fmCon,2Story,1928,10,160000
1032,SWISU,1Fam,2.5Fin,3082,12,197000
1033,NoRidge,1Fam,2Story,2520,10,310000
1034,CollgCr,1Fam,1Story,1654,6,230000
1035,Crawfor,1Fam,1Story,954,5,119750
1036,Edwards,1Fam,1Story,845,5,84000
1037,Timber,1Fam,1Story,1620,6,315500
1038,CollgCr,1Fam,2Story,2263,7,287000
1039,MeadowV,Twnhs,2Story,1344,6,97000
1040,MeadowV,TwnhsE,SFoyer,630,3,80000
1041,Sawyer,1Fam,1Story,1803,8,155000
1042,NWAmes,1Fam,2Story,1632,7,173000
1043,NridgHt,Twnhs,1Story,1306,5,196000
1044,SawyerW,1Fam,2Story,2329,10,262280
1045,NWAmes,1Fam,1Story,2524,9,278000
1046,Edwards,1Fam,1Story,1733,8,139600
1047,StoneBr,1Fam,2Story,2868,11,556581
1048,CollgCr,1Fam,1Story,990,5,145000
1049,Mitchel,1Fam,1Story,1771,9,115000
1050,Edwards,1Fam,1Story,930,6,84900
1051,Gilbert,1Fam,1Story,1302,6,176485
1052,CollgCr,1Fam,1Story,1316,6,200141
1053,NAmes,1Fam,2Story,1977,9,165000
1054,Edwards,1Fam,1Story,1526,7,144500
1055,CollgCr,1Fam,2Story,1989,7,255000
1056,NWAmes,1Fam,1Story,1523,7,180000
1057,NridgHt,TwnhsE,1Story,1364,6,185850
1058,NoRidge,1Fam,2Story,1850,7,248000
1059,NridgHt,1Fam,2Story,2184,10,335000
1060,Crawfor,1Fam,1.5Fin,1991,7,220000
1061,StoneBr,TwnhsE,1Story,1338,6,213500
1062,IDOTRR,1Fam,1Story,894,6,81000
1063,OldTown,2fmCon,2Story,2337,10,90000
1064,OldTown,1Fam,1Story,1103,5,110500
1065,NAmes,1Fam,1Story,1154,6,154000
1066,ClearCr,1Fam,2Story,2260,7,328000
1067,Gilbert,1Fam,2Story,1571,7,178000
1068,NAmes,1Fam,2Story,1611,7,167900
1069,MeadowV,TwnhsE,2Story,2521,10,151400
1070,NAmes,1Fam,1.5Unf,893,4,135000
1071,NAmes,1Fam,1Story,1048,6,135000
1072,NWAmes,1Fam,2Story,1556,8,154000
1073,Edwards,1Fam,1.5Fin,1456,7,91500
1074,Edwards,1Fam,2Story,1426,6,159500
1075,CollgCr,1Fam,1Story,1240,5,194000
1076,Crawfor,1Fam,2Story,1740,6,219500
1077,OldTown,1Fam,1.5Fin,1466,7,170000
1078,NAmes,1Fam,1Story,1096,6,138800
1079,CollgCr,TwnhsE,1Story,848,3,155900
1080,CollgCr,1Fam,1Story,990,5,126000
1081,NWAmes,1Fam,1Story,1258,5,145000
1082,Sawyer,1Fam,1Story,1040,5,133000
1083,CollgCr,1Fam,1Story,1459,6,192000
1084,NAmes,1Fam,1Story,1251,6,160000
1085,Gilbert,1Fam,2Story,1498,6,187500
1086,SawyerW,1Fam,SFoyer,996,5,147000
1087,MeadowV,TwnhsE,2Story,1092,6,83500
1088,Somerst,1Fam,2Story,1953,9,252000
1089,Edwards,Twnhs,2Story,1709,7,137500
1090,Somerst,TwnhsE,1Story,1247,4,197000
1091,NAmes,Duplex,1Story,1040,6,92900
1092,Somerst,Twnhs,2Story,1252,4,160000
1093,SWISU,1Fam,1.5Fin,1694,7,136500
1094,NAmes,1Fam,1Story,1200,6,146000
1095,NAmes,1Fam,1Story,936,4,129000
1096,CollgCr,1Fam,1Story,1314,6,176432
1097,IDOTRR,1Fam,2Story,1355,7,127000
1098,StoneBr,TwnhsE,1Story,1088,5,170000
1099,BrkSide,1Fam,1.5Fin,1324,6,128000
1100,NWAmes,1Fam,1Story,1601,7,157000
1101,SWISU,1Fam,1Story,438,3,60000
1102,NAmes,1Fam,1Story,950,5,119500
1103,NAmes,1Fam,1Story,1134,6,135000
1104,NAmes,1Fam,1Story,1194,6,159500
1105,BrDale,TwnhsE,2Story,1302,6,106000
1106,NoRidge,1Fam,2Story,2622,9,325000
1107,SawyerW,1Fam,1Story,1442,6,179900
1108,Gilbert,1Fam,2Story,2021,9,274725
1109,Gilbert,1Fam,2Story,1690,7,181000
1110,NridgHt,1Fam,1Story,1836,7,280000
1111,Gilbert,1Fam,2Story,1658,8,188000
1112,NWAmes,1Fam,2Story,1964,8,205000
1113,NAmes,1Fam,1Story,816,5,129900
1114,NAmes,1Fam,1Story,1008,6,134500
1115,OldTown,1Fam,1Story,833,4,117000
1116,NridgHt,1Fam,1Story,1734,7,318000
1117,Gilbert,1Fam,SLvl,1419,7,184100
1118,Sawyer,1Fam,1Story,894,5,130000
1119,Sawyer,1Fam,SLvl,1601,6,140000
1120,NAmes,1Fam,1Story,1040,6,133700
1121,IDOTRR,1Fam,1Story,1012,6,118400
1122,CollgCr,1Fam,1Story,1552,7,212900
1123,Edwards,1Fam,1Story,960,5,112000
1124,Edwards,1Fam,1Story,698,4,118000
1125,Gilbert,1Fam,SLvl,1482,7,163900
1126,NAmes,1Fam,1Story,1005,5,115000
1127,Blmngtn,TwnhsE,1Story,1555,7,174000
1128,Gilbert,1Fam,1Story,1530,7,259000
1129,Gilbert,1Fam,2Story,1959,8,215000
1130,OldTown,Duplex,SFoyer,936,4,140000
1131,SWISU,1Fam,1.5Fin,1981,7,135000
1132,Mitchel,1Fam,1Story,974,5,93500
1133,OldTown,1Fam,2Story,2210,8,117500
1134,SawyerW,1Fam,2Story,2020,8,239500
1135,Gilbert,1Fam,2Story,1600,7,169000
1136,BrkSide,1Fam,1Story,986,5,102000
1137,NAmes,1Fam,1.5Fin,1252,6,119000
1138,Sawyer,1Fam,1.5Fin,1020,6,94000
1139,Mitchel,1Fam,1Story,1567,5,196000
1140,BrkSide,1Fam,1Story,1167,6,144000
1141,NAmes,1Fam,1Story,952,4,139000
1142,NWAmes,1Fam,2Story,1868,9,197500
1143,CollgCr,1Fam,2Story,2828,11,424870
1144,Sawyer,1Fam,1Story,1006,5,80000
1145,Edwards,2fmCon,1.5Fin,924,5,80000
1146,BrkSide,1Fam,1.5Fin,1576,8,149000
1147,SawyerW,1Fam,1Story,1298,5,180000
1148,Crawfor,1Fam,2Story,1564,7,174500
1149,OldTown,1Fam,1.5Fin,1111,5,116900
1150,OldTown,1Fam,2Story,1482,7,143000
1151,NAmes,1Fam,1Story,932,4,124000
1152,Edwards,1Fam,1Story,1466,6,149900
1153,Crawfor,1Fam,1Story,1811,6,230000
1154,IDOTRR,1Fam,1Story,816,5,120500
1155,NAmes,1Fam,2Story,1820,8,201800
1156,Veenker,1Fam,1Story,1437,6,218000
1157,NAmes,1Fam,SLvl,1265,6,179900
1158,NridgHt,Twnhs,1Story,1314,6,230000
1159,Somerst,1Fam,1Story,1580,7,235128
1160,NWAmes,1Fam,2Story,1876,8,185000
1161,NPkVill,Twnhs,2Story,1456,7,146000
1162,Crawfor,1Fam,1Story,1640,7,224000
1163,Sawyer,1Fam,1Story,894,5,129000
1164,Sawyer,Duplex,SFoyer,1258,6,108959
1165,Veenker,1Fam,SLvl,1432,5,194000
1166,NridgHt,1Fam,1Story,1502,7,233170
1167,CollgCr,1Fam,1Story,1694,7,245350
1168,Gilbert,1Fam,2Story,1671,7,173000
1169,Edwards,1Fam,2Story,2108,7,235000
1170,NoRidge,1Fam,2Story,3627,10,625000
1171,Mitchel,1Fam,SLvl,1118,6,171000
1172,NAmes,1Fam,1Story,1261,6,163000
1173,Somerst,TwnhsE,2Story,1250,5,171900
1174,ClearCr,1Fam,1.5Fin,3086,12,200500
1175,Crawfor,1Fam,2Story,2345,9,239000
1176,NoRidge,1Fam,1.5Fin,2872,9,285000
1177,Mitchel,1Fam,1Story,923,5,119500
1178,OldTown,1Fam,1.5Fin,1224,5,115000
1179,Crawfor,1Fam,1.5Fin,1343,7,154900
1180,Edwards,1Fam,1Story,1124,5,93000
1181,Timber,1Fam,2Story,2514,8,250000
1182,Crawfor,TwnhsE,1Story,1652,5,392500
1183,NoRidge,1Fam,2Story,4476,10,745000
1184,OldTown,1Fam,1Story,1130,5,120000
1185,Timber,1Fam,1Story,1572,5,186700
1186,Edwards,1Fam,1.5Fin,1221,7,104900
1187,OldTown,2fmCon,2Story,1699,7,95000
1188,NoRidge,1Fam,1Story,1624,5,262000
1189,CollgCr,1Fam,2Story,1660,7,195000
1190,Gilbert,1Fam,2Story,1804,7,189000
1191,Mitchel,2fmCon,1Story,1622,7,168000
1192,Somerst,Twnhs,2Story,1441,5,174000
1193,OldTown,1Fam,1.5Fin,1472,6,125000
1194,Mitchel,TwnhsE,1Story,1224,5,165000
1195,Sawyer,1Fam,2Story,1352,7,158000
1196,Gilbert,1Fam,2Story,1456,8,176000
1197,Gilbert,1Fam,2Story,1863,9,219210
1198,OldTown,1Fam,2.5Unf,1690,7,144000
1199,CollgCr,1Fam,1Story,1212,6,178000
1200,Sawyer,1Fam,1Story,1382,6,148000
1201,NAmes,1Fam,1Story,864,5,116050
1202,CollgCr,1Fam,2Story,1779,6,197900
1203,BrkSide,1Fam,1.5Fin,1348,5,117000
1204,CollgCr,1Fam,1Story,1630,6,213000
1205,NWAmes,1Fam,1Story,1074,6,153500
1206,SawyerW,1Fam,1Story,2196,7,271900
1207,SawyerW,1Fam,1Story,1056,5,107000
1208,CollgCr,1Fam,1Story,1700,7,200000
1209,NAmes,1Fam,1Story,1283,6,140000
1210,Somerst,1Fam,1Story,1660,8,290000
1211,SawyerW,1Fam,2Story,1845,8,189000
1212,Gilbert,1Fam,1.5Fin,1752,8,164000
1213,Edwards,1Fam,1Story,672,4,113000
1214,Sawyer,1Fam,SLvl,960,3,145000
1215,NAmes,1Fam,SFoyer,999,6,134500
1216,Sawyer,1Fam,1Story,894,5,125000
1217,Sawyer,Duplex,1.5Fin,1902,8,112000
1218,Somerst,1Fam,1Story,1314,6,229456
1219,BrkSide,1Fam,1.5Fin,912,3,80500
1220,BrDale,Twnhs,2Story,1218,7,91500
1221,NAmes,1Fam,1Story,912,5,115000
1222,Sawyer,1Fam,1Story,1211,5,134000
1223,NAmes,1Fam,1.5Fin,1846,7,143000
1224,NAmes,1Fam,1Story,2136,7,137900
1225,Gilbert,1Fam,2Story,1490,8,184000
1226,NAmes,1Fam,SLvl,1138,6,145000
1227,Somerst,1Fam,2Story,1933,9,214000
1228,NAmes,1Fam,1Story,912,5,147000
1229,NridgHt,TwnhsE,1Story,1702,7,367294
1230,NAmes,1Fam,SLvl,1507,7,127000
1231,Sawyer,Duplex,1.5Fin,2620,12,190000
1232,NAmes,Duplex,SLvl,1190,6,132500
1233,NAmes,Duplex,1Story,1224,6,101800
1234,NAmes,1Fam,1Story,1188,6,142000
1235,SWISU,1Fam,2Story,1964,7,130000
1236,Crawfor,1Fam,2Story,1784,9,138887
1237,NridgHt,Twnhs,2Story,1626,6,175500
1238,CollgCr,1Fam,2Story,1948,8,195000
1239,SawyerW,1Fam,1Story,1141,6,142500
1240,Timber,1Fam,1Story,1484,6,265900
1241,CollgCr,1Fam,2Story,1768,8,224900
1242,Somerst,1Fam,1Story,1689,7,248328
1243,NWAmes,1Fam,SFoyer,1173,6,170000
1244,NridgHt,1Fam,1Story,2076,7,465000
1245,Crawfor,1Fam,2Story,1517,7,230000
1246,NWAmes,1Fam,SLvl,1868,7,178000
1247,Somerst,1Fam,2Story,1553,6,186500
1248,Mitchel,1Fam,SLvl,1034,6,169900
1249,OldTown,1Fam,2.5Unf,2058,8,129500
1250,NAmes,1Fam,1Story,988,6,119000
1251,NAmes,1Fam,1Story,2110,8,244000
1252,NridgHt,TwnhsE,1Story,1405,6,171750
1253,Mitchel,1Fam,1Story,874,5,130000
1254,Veenker,1Fam,2Story,2167,9,294000
1255,Edwards,1Fam,2Story,1656,7,165400
1256,BrkSide,1Fam,1.5Fin,1367,6,127500
1257,NoRidge,1Fam,1Story,1987,7,301500
1258,Edwards,1Fam,1Story,864,4,99900
1259,Gilbert,1Fam,SLvl,1166,5,190000
1260,NAmes,1Fam,1Story,1054,6,151000
1261,Gilbert,1Fam,2Story,1675,7,181000
1262,NAmes,1Fam,1Story,1050,5,128900
1263,ClearCr,1Fam,1.5Fin,1788,8,161500
1264,BrkSide,1Fam,2Story,1824,8,180500
1265,NAmes,TwnhsE,1Story,1337,5,181000
1266,Somerst,TwnhsE,2Story,1452,6,183900
1267,OldTown,2fmCon,2.5Unf,1889,9,122000
1268,Timber,1Fam,1Story,2018,10,378500
1269,Crawfor,1Fam,1.5Fin,3447,11,381000
1270,NAmes,1Fam,1.5Fin,1524,7,144000
1271,ClearCr,1Fam,1Story,1524,4,260000
1272,NWAmes,1Fam,1Story,1489,7,185750
1273,Sawyer,1Fam,1Story,935,5,137000
1274,Edwards,1Fam,SLvl,1357,5,177000
1275,Crawfor,1Fam,1.5Fin,1250,8,139000
1276,NAmes,Duplex,2Story,1920,10,137000
1277,NWAmes,1Fam,2Story,1395,6,162000
1278,NWAmes,1Fam,SLvl,1724,7,197900
1279,CollgCr,1Fam,2Story,2031,7,237000
1280,IDOTRR,1Fam,1.5Fin,1128,6,68400
1281,CollgCr,1Fam,1Story,1573,6,227000
1282,Timber,1Fam,1Story,1339,6,180000
1283,CollgCr,1Fam,1Story,1040,5,150500
1284,Mitchel,Duplex,2Story,1824,8,139000
1285,SWISU,1Fam,1.5Fin,2447,10,169000
1286,BrkSide,1Fam,1.5Fin,1412,6,132500
1287,NWAmes,1Fam,1Story,1328,6,143000
1288,ClearCr,1Fam,1Story,1582,7,190000
1289,StoneBr,TwnhsE,1Story,1659,5,278000
1290,NridgHt,1Fam,2Story,1970,8,281000
1291,NAmes,1Fam,SLvl,1152,6,180500
1292,BrDale,Twnhs,2Story,1302,6,119500
1293,OldTown,1Fam,2Story,2372,11,107500
1294,NWAmes,1Fam,2Story,1664,8,162900
1295,Edwards,1Fam,1Story,864,5,115000
1296,NAmes,1Fam,1Story,1052,5,138500
1297,NAmes,1Fam,1Story,1128,6,155000
1298,Edwards,TwnhsE,SFoyer,1072,5,140000
1299,Edwards,1Fam,2Story,5642,12,160000
1300,NAmes,1Fam,1Story,1246,6,154000
1301,Gilbert,1Fam,2Story,1983,9,225000
1302,Crawfor,1Fam,2Story,1494,7,177500
1303,NoRidge,1Fam,2Story,2526,8,290000
1304,Somerst,1Fam,1Story,1616,7,232000
1305,Edwards,TwnhsE,2Story,1708,7,130000
1306,NridgHt,1Fam,1Story,1652,6,325000
1307,NridgHt,TwnhsE,1Story,1368,6,202500
1308,CollgCr,1Fam,1Story,990,5,138000
1309,OldTown,1Fam,1Story,1122,6,147000
1310,SawyerW,1Fam,1Story,1294,6,179200
1311,Crawfor,1Fam,1Story,1902,7,335000
1312,CollgCr,1Fam,1Story,1274,6,203000
1313,NoRidge,1Fam,2Story,2810,9,302000
1314,NoRidge,1Fam,2Story,2599,10,333168
1315,Edwards,1Fam,1Story,948,5,119000
1316,NAmes,1Fam,2Story,2112,9,206900
1317,CollgCr,1Fam,1Story,1630,8,295493
1318,Somerst,TwnhsE,1Story,1352,5,208900
1319,CollgCr,1Fam,1Story,1787,7,275000
1320,Edwards,1Fam,1Story,948,5,111000
1321,NAmes,1Fam,1Story,1478,6,156500
1322,BrkSide,1Fam,1Story,720,4,72500
1323,NoRidge,1Fam,2Story,1923,8,190000
1324,BrkSide,1Fam,1Story,708,5,82500
1325,Somerst,1Fam,1Story,1795,7,147000
1326,IDOTRR,1Fam,1Story,796,5,55000
1327,Edwards,1Fam,1Story,774,6,79000
1328,Mitchel,1Fam,1Story,816,5,130500
1329,OldTown,1Fam,1.5Fin,2792,8,256000
1330,Gilbert,1Fam,2Story,1632,8,176500
1331,Somerst,1Fam,1Story,1588,7,227000
1332,CollgCr,1Fam,SLvl,954,6,132500
1333,Edwards,1Fam,1Story,816,3,100000
1334,IDOTRR,1Fam,1.5Fin,1360,6,125500
1335,BrDale,TwnhsE,2Story,1365,7,125000
1336,NWAmes,1Fam,1Story,1334,6,167900
1337,NWAmes,Duplex,1Story,1656,8,135000
1338,OldTown,1Fam,1Story,693,4,52500
1339,CollgCr,1Fam,2Story,1861,8,200000
1340,CollgCr,1Fam,1Story,864,5,128500
1341,NAmes,1Fam,1Story,872,5,123000
1342,SawyerW,1Fam,1Story,1114,6,155000
1343,CollgCr,1Fam,2Story,2169,7,228500
1344,Crawfor,1Fam,1.5Fin,1913,9,177000
1345,CollgCr,1Fam,2Story,1456,8,155835
1346,OldTown,1Fam,1Story,960,5,108500
1347,NWAmes,1Fam,1Story,2156,9,262500
1348,Timber,1Fam,1Story,1776,7,283463
1349,SawyerW,1Fam,1Story,1494,5,215000
1350,OldTown,1Fam,2Story,2358,8,122000
1351,NAmes,Duplex,2Story,2634,12,200000
1352,NAmes,1Fam,2Story,1716,8,171000
1353,BrkSide,1Fam,1.5Fin,1176,4,134900
1354,NoRidge,1Fam,1.5Fin,3238,9,410000
1355,CollgCr,1Fam,2Story,1865,7,235000
1356,NWAmes,1Fam,SLvl,1920,8,170000
1357,NAmes,1Fam,1Story,892,5,110000
1358,NAmes,1Fam,1Story,1078,6,149900
1359,Somerst,Twnhs,2Story,1573,5,177500
1360,NridgHt,1Fam,1Story,1980,8,315000
1361,SWISU,1Fam,2Story,2601,8,189000
1362,StoneBr,1Fam,1Story,1530,7,260000
1363,NAmes,1Fam,1.5Fin,1738,7,104900
1364,Gilbert,1Fam,2Story,1412,6,156932
1365,Somerst,TwnhsE,2Story,1200,4,144152
1366,Somerst,1Fam,2Story,1674,7,216000
1367,CollgCr,1Fam,2Story,1790,7,193000
1368,MeadowV,TwnhsE,2Story,1475,6,127000
1369,CollgCr,TwnhsE,1Story,848,4,144000
1370,CollgCr,1Fam,1Story,1668,8,232000
1371,OldTown,1Fam,1.5Fin,1374,6,105000
1372,NAmes,1Fam,SLvl,1661,8,165500
1373,CollgCr,1Fam,2Story,2097,8,274300
1374,NoRidge,1Fam,1Story,2633,8,466500
1375,Somerst,1Fam,2Story,1958,9,250000
1376,Timber,1Fam,1Story,1571,7,239000
1377,SWISU,1Fam,1Story,790,4,91000
1378,Edwards,1Fam,1.5Fin,1604,6,117000
1379,BrDale,Twnhs,2Story,987,5,83000
1380,Timber,1Fam,SLvl,1394,7,167500
1381,Edwards,1Fam,1Story,864,5,58500
1382,NAmes,1Fam,1Story,2117,7,237500
1383,OldTown,1Fam,2Story,1762,8,157000
1384,Sawyer,1Fam,1Story,1416,7,112000
1385,Edwards,1Fam,1.5Fin,1258,6,105000
1386,IDOTRR,1Fam,1.5Fin,1154,7,125500
1387,NWAmes,1Fam,2Story,2784,12,250000
1388,OldTown,1Fam,1.5Fin,2526,10,136000
1389,Gilbert,1Fam,1Story,1746,7,377500
1390,BrkSide,1Fam,1.5Fin,1218,6,131000
1391,CollgCr,1Fam,1Story,1525,6,235000
1392,NAmes,Duplex,1Story,1584,8,124000
1393,NAmes,1Fam,SFoyer,900,6,123000
1394,OldTown,2fmCon,1.5Fin,1912,7,163000
1395,Blmngtn,TwnhsE,1Story,1500,6,246578
1396,Timber,1Fam,2Story,2482,9,281213
1397,Timber,1Fam,1Story,1687,7,160000
1398,BrkSide,1Fam,2Story,1513,8,137500
1399,NAmes,1Fam,1.5Fin,1904,7,138000
1400,SWISU,1Fam,1.5Fin,1608,7,137450
1401,BrkSide,1Fam,1.5Fin,1158,5,120000
1402,Gilbert,1Fam,2Story,1593,8,193000
1403,CollgCr,1Fam,1Story,1294,6,193879
1404,Somerst,1Fam,1Story,1464,6,282922
1405,OldTown,1Fam,1.5Fin,1214,6,105000
1406,Crawfor,TwnhsE,1Story,1646,5,275000
1407,CollgCr,1Fam,SFoyer,768,5,133000
1408,Mitchel,1Fam,1Story,833,5,112000
1409,OldTown,1Fam,2Story,1363,6,125500
1410,NWAmes,1Fam,2Story,2093,7,215000
1411,CollgCr,1Fam,2Story,1840,6,230000
1412,NAmes,1Fam,1.5Fin,1668,6,140000
1413,NAmes,Duplex,1Story,1040,6,90000
1414,SawyerW,1Fam,1Story,1844,7,257000
1415,BrkSide,1Fam,1.5Fin,1848,8,207000
1416,Blmngtn,TwnhsE,1Story,1569,7,175900
1417,OldTown,2fmCon,2Story,2290,11,122500
1418,NoRidge,1Fam,2Story,2450,7,340000
1419,NAmes,1Fam,1Story,1144,6,124000
1420,Crawfor,1Fam,1Story,1844,7,223000
1421,NWAmes,1Fam,2Story,1416,7,179900
1422,NPkVill,TwnhsE,1Story,1069,4,127500
1423,CollgCr,TwnhsE,1Story,848,3,136500
1424,Edwards,1Fam,SLvl,2201,8,274970
1425,NAmes,1Fam,1Story,1344,6,144000
1426,NAmes,1Fam,1Story,1252,7,142000
1427,NoRidge,1Fam,2Story,2127,5,271000
1428,NAmes,1Fam,1.5Fin,1558,6,140000
1429,OldTown,1Fam,1Story,804,4,119000
1430,NWAmes,1Fam,1Story,1440,7,182900
1431,Gilbert,1Fam,2Story,1838,7,192140
1432,NPkVill,TwnhsE,1Story,958,5,143750
1433,OldTown,1Fam,1Story,968,5,64500
1434,Gilbert,1Fam,2Story,1792,8,186500
1435,Mitchel,1Fam,1Story,1126,5,160000
1436,NAmes,1Fam,1Story,1537,7,174000
1437,NAmes,1Fam,1Story,864,5,120500
1438,NridgHt,1Fam,1Story,1932,7,394617
1439,OldTown,1Fam,1Story,1236,6,149700
1440,NWAmes,1Fam,SLvl,1725,6,197000
1441,Crawfor,1Fam,2.5Fin,2555,11,191000
1442,CollgCr,TwnhsE,1Story,848,3,149300
1443,Somerst,1Fam,2Story,2007,10,310000
1444,BrkSide,1Fam,1.5Unf,952,4,121000
1445,CollgCr,1Fam,1Story,1422,7,179600
1446,Sawyer,1Fam,SFoyer,913,6,129000
1447,Mitchel,1Fam,1Story,1188,6,157900
1448,CollgCr,1Fam,2Story,2090,8,240000
1449,Edwards,1Fam,2Story,1346,6,112000
1450,MeadowV,Twnhs,SFoyer,630,3,92000
1451,NAmes,Duplex,2Story,1792,8,136000
1452,Somerst,1Fam,1Story,1578,7,287090
1453,Edwards,TwnhsE,SLvl,1072,5,145000
1454,Mitchel,1Fam,1Story,1140,6,84500
1455,Somerst,1Fam,1Story,1221,6,185000
1456,Gilbert,1Fam,2Story,1647,7,175000
1457,NWAmes,1Fam,1Story,2073,7,210000
1458,Crawfor,1Fam,2Story,2340,9,266500
1459,NAmes,1Fam,1Story,1078,5,142125
1460,Edwards,1Fam,1Story,1256,6,147500
